OBJECTID,X,Y,Z,Layer,Text,MUTCD,Width,Height,Condition,Orientation,Longitude,Latitude,matched,match_idx,Source
1795,1204870.387259337,888911.4908768478,2.75718525191175,Sign Face,"TREE CITY USA
Arbor Day Foundation
20 Years",I-6,2.017199791570505,2.58160967151324,,52.69470319772535,-122.27058906820623,47.75730661346579,False,-1,Before_Sign_Face
1802,1212329.800782287,888476.775795071,-22.66273379226499,Sign Face,SURRON ELECTRIC MOTORCYCLES $4850,D1-1,8.05908096909523,3.277648754268885,,-76.64819194666089,-122.2402358941832,47.75657034361495,False,-1,Before_Sign_Face
1831,1209682.546347065,889281.771686174,-32.88457008034585,Sign Face,ROUTE 66,M1-4,1.866099190413952,2.745138833125432,,-13.760636076518052,-122.2510664832533,47.758615741014,False,-1,Before_Sign_Face
1836,1187958.732706115,896957.4042707203,298.3826410891616,Sign Face,,W3-2,4.135258731842042,4.272434401710829,,-27.45003612607868,-122.34007700616648,47.77829388824681,False,-1,Before_Sign_Face
1839,1188106.777106343,896890.0502682383,295.1766497637831,Sign Face,ONE WAY,R6-1,3.302405165433884,1.183821165611347,,-34.94486427248839,-122.33946876377767,47.77811878551522,False,-1,Before_Sign_Face
1852,1179840.284991271,903371.8363326914,214.7050710258884,Sign Face,25,R2-1,0.8878033461670082,1.049782457674543,,-147.5182313192194,-122.37370074452627,47.795347047189736,False,-1,Before_Sign_Face
1853,1188002.950265522,896940.6292481374,298.0253017896417,Sign Face,15 MPH,W1-6R,4.20263374765714,3.795033049285412,,135.1679519226732,-122.33989565430429,47.77825074752858,False,-1,Before_Sign_Face
1912,1207009.450543436,889198.5375612655,-5.737169889410065,Sign Face,RIGHT LANE,R3-5b,2.927077149699132,1.027235892117023,,87.47627762597281,-122.261922278072,47.75822450015645,False,-1,Before_Sign_Face
1914,1207009.490592671,889198.8357778818,-7.992106085816747,Sign Face,"RIGHT LANE
[bus symbol]
ONLY
EXCEPT RIGHT TURNS",R3-8aP,3.095446441272895,5.322971986929576,,87.2143076969945,-122.26192214239092,47.75822531982344,False,-1,Before_Sign_Face
1944,1211288.643222269,888905.0713849654,-31.452531338607,Sign Face,"CURB LANE
BUSES ONLY
RIGHT TURNS OK",R3-11a,3.055652793894212,4.380946708917619,,-72.34252788304676,-122.24450547498346,47.7576809909609,False,-1,Before_Sign_Face
1954,1177976.649908263,909623.8423141368,-53.43560073713435,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.707089386334022,1.341964604655902,,32.467360691206856,-122.38188615742376,47.81235707102052,False,-1,Before_Sign_Face
1966,1197125.347398091,871929.9092078542,116.2297591743869,Sign Face,NO LEFT TURN,R3-2,3.034640047550202,3.082616019596657,,-155.4077565934038,-122.30048793579216,47.71029047270965,False,-1,Before_Sign_Face
1983,1214058.360208353,888023.721736795,-32.05341965752316,Sign Face,MILE 8,D10-1,1.066579376707474,2.132231050431729,,-60.712859172353554,-122.23317085072038,47.755433124087205,False,-1,Before_Sign_Face
2016,1194479.840711486,864073.8432552988,286.7627059771621,Sign Face,USE CROSSWALK,M6-1,1.974660776952903,1.192432044471304,,117.22288809054062,-122.3104969747698,47.68859580501659,False,-1,Before_Sign_Face
2021,1212076.450122497,888645.9308197831,-27.58940060774459,Sign Face,LEFT & U-TURN AHEAD,R3-8aP,2.072906947731972,3.204792194962502,,102.35845285164687,-122.24128064513248,47.75701856449111,False,-1,Before_Sign_Face
2059,1218865.906825683,886090.5131226999,6.67590590496885,Sign Face,,W1-8L,2.617065759897232,3.35647163271904,,84.62161758807768,-122.21346339480829,47.75042328690407,False,-1,Before_Sign_Face
2064,1202440.931777973,887086.9930577229,-24.31387614468706,Sign Face,BOTHELL WAY.,D3-1,6.370810942053796,1.403804886589448,,149.47722337485337,-122.28029460415368,47.75215699833406,False,-1,Before_Sign_Face
2083,1190393.255216694,896610.0820858652,229.3668206304315,Sign Face,USE CROSSWALK,M6-1,2.007752239604791,1.155998778219024,,-179.63978574390464,-122.33014697143452,47.77749737475345,False,-1,Before_Sign_Face
2136,1198403.392178364,875208.1193162933,127.2041131331526,Sign Face,"ONE WAY
EXCEPT BUSES AND BIKES",R3-2,0.8346172580619654,2.998341908355554,,-97.45205440140585,-122.29560183515795,47.71935384917792,False,-1,Before_Sign_Face
2152,1202931.538110981,887368.8885094086,-34.67584425146354,Sign Face,THIS STREAM IS IN YOUR CARE,I-1,1.597220692063372,2.574946988473336,,-114.01497290978143,-122.27832688113205,47.75295981919855,False,-1,Before_Sign_Face
2174,1202314.722220682,887005.4663318268,-35.1997907153266,Sign Face,"RIGHT LANE
MUST
TURN RIGHT
EXCEPT BUSES",R3-7P,2.612936073640983,3.215000643283129,,51.629413725152574,-122.28079996904016,47.75192577918206,False,-1,Before_Sign_Face
2207,1222023.789407978,889286.161282579,-31.46551830038402,Sign Face,,D3-1,0.1814386300121745,0.634924546542267,,-179.99999697695267,-122.2009117060641,47.75936793027655,False,-1,Before_Sign_Face
2208,1222714.576010094,889017.5214768869,-32.58107106673194,Sign Face,,R2-1,1.538552962690592,1.063171671777964,,-155.15995186963718,-122.19808078035318,47.75867254704794,False,-1,Before_Sign_Face
2209,1222715.217160801,889017.3348975133,-34.15417500118388,Sign Face,STOP,R1-1,0.1914717529310535,0.9094006001452606,,-158.9884782922184,-122.19807815836728,47.75867207357899,False,-1,Before_Sign_Face
2210,1222026.918654957,889281.1123756424,-31.42594435669455,Sign Face,STOP,R1-1,0.1444783242357274,0.4850743106628458,,-154.28551322021838,-122.20089854599236,47.75935427927397,False,-1,Before_Sign_Face
2211,1199414.859638488,880673.8138359466,161.7434995581709,Sign Face,,D3-1,1.491407699386279,1.620197082906962,,0.130742736131859,-122.29199869197797,47.73439487191095,False,-1,Before_Sign_Face
2216,1215041.606574523,887418.4336183054,-2.882867166797048,Sign Face,US,M1-4,1.034772501091163,2.094075549741586,,-89.99999975281918,-122.22912124943886,47.75383355707186,False,-1,Before_Sign_Face
2218,1202343.884471658,886917.6800106191,-29.47440370197071,Sign Face,,R2-1,1.360683515419563,0.5649727789809307,,-48.68476117197825,-122.28067341607988,47.751687019704256,False,-1,Before_Sign_Face
2219,1208180.736878885,889213.619152007,-17.99955105046404,Sign Face,"Reserved Customer Parking Only
7am - 7pm
Violators Will Be Towed",R7-8,1.071932930822174,1.446119602024555,,-0.9287501750049468,-122.25716361254864,47.75833744164781,False,-1,Before_Sign_Face
2220,1213927.508143737,888079.0769384018,-20.28558250546428,Sign Face,,D26-1,3.348494638601939,3.246990165313085,,-170.54754772965478,-122.23370754572912,47.7555769359475,False,-1,Before_Sign_Face
2232,1219859.881380686,889080.7232748047,-33.14886107864452,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.7891299900660913,1.62990227582554,,63.2911253580772,-122.209687892339,47.75867672761532,False,-1,Before_Sign_Face
2239,1219268.893041808,886294.6206448252,1.334523785313245,Sign Face,,R2-1,2.07057752152284,1.507285324210922,,-108.7778111449654,-122.21184390704484,47.75100660325151,False,-1,Before_Sign_Face
2240,1205297.421038634,889050.8366833511,3.350530313054989,Sign Face,STOP,R1-1,0.8252386384954056,1.146731037149827,,169.1852539583275,-122.26886636789344,47.75771472779399,False,-1,Before_Sign_Face
2241,1202360.62344993,888759.4086126215,2.729138272007575,Sign Face,NE 178 ST,D3-1,2.916049334704876,0.8207789567112923,,-30.85570842805445,-122.28077438428036,47.7567350026768,False,-1,Before_Sign_Face
2252,1199325.591495584,877669.6870752858,143.6021973222497,Sign Face,"EMERALD DOWNS
ENTRANCE",D1-1,1.114316187550624,0.8864965638766688,,97.08084589510172,-122.29208400578662,47.72615693168881,False,-1,Before_Sign_Face
2257,1220032.078273081,889212.5457323852,-27.20106069723738,Sign Face,"Library
Underground
Parking
Auto Center",D1-1,5.509380838473638,6.176066061258317,,-93.77791854793308,-122.20899968938524,47.75904819905173,False,-1,Before_Sign_Face
2259,1199981.178249328,882313.4002819712,125.3377311732374,Sign Face,PSYCHIC,D1-1,6.117462375462056,3.865250622133414,,-150.00498271523446,-122.28984941783388,47.7389231540396,False,-1,Before_Sign_Face
2263,1222063.143188038,889284.5621166244,-31.35406565969162,Sign Face,DO NOT ENTER,R5-1,0.5165045024951299,0.3878472149620454,,96.67602110386515,-122.2007516287701,47.75936587377267,False,-1,Before_Sign_Face
2264,1221863.689787515,889310.7369950373,-32.28741149310617,Sign Face,,D3-1,3.990571874876818,0.9581434329102436,,70.03826212669179,-122.20156451944672,47.75942581296693,False,-1,Before_Sign_Face
2266,1202293.963901183,888819.3620921785,-5.389229644735384,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.3975993405779203,1.617535021205743,,50.3688803904969,-122.28105077723652,47.75689516978232,False,-1,Before_Sign_Face
2283,1206239.768325011,889266.0752395517,-2.86172555108838,Sign Face,SLIDE AREA,W7-3a,4.098266379833222,4.061780118743579,,92.230510505713,-122.26505635223128,47.75836241218919,False,-1,Before_Sign_Face
2285,1213944.477004617,888048.6577421839,-37.52425124953164,Sign Face,,OM3,1.991406558901072,1.937312909762065,,163.77174121670313,-122.23363587096058,47.75549459844191,False,-1,Before_Sign_Face
2298,1210886.639413879,888968.2876506693,-31.03887798448377,Sign Face,,D3-1,1.264459068352977,1.108917949597041,,104.88444127767256,-122.24614486876258,47.757829845846935,False,-1,Before_Sign_Face
2303,1196728.850359516,869195.4387525319,87.16097310006646,Sign Face,STOP,R1-1,1.853574222375949,13.41971644560496,,-39.97379713425042,-122.30184413385405,47.70277215664426,False,-1,Before_Sign_Face
2308,1179739.476260802,903416.3214209888,211.1448942782484,Sign Face,"MILE
2
6",D10-1,0.9611746984968584,2.371798808226983,,-57.09525993572958,-122.3741149958751,47.795462381159545,False,-1,Before_Sign_Face
2334,1214841.321952127,887676.3645589207,-16.20712094167841,Sign Face,,D1-1,1.96939727495114,1.729190841366848,,-28.64420598952661,-122.2299581239033,47.75452834690677,False,-1,Before_Sign_Face
2337,1180702.801336486,902210.1634156178,228.375802309712,Sign Face,,D3-1,2.057090042084456,0.5638141769046585,,146.66778987442035,-122.37008117745609,47.79221993128813,False,-1,Before_Sign_Face
2351,1220086.833987701,889136.0180020665,-27.58526309937212,Sign Face,,R2-1,4.451089580555758,4.755716812213262,,90.35376766646776,-122.20877042052484,47.75884173540333,False,-1,Before_Sign_Face
2360,1210730.474630757,889066.6106753047,-34.80739894861949,Sign Face,,R2-1,0.905540679122011,0.568773447473844,,-152.2920635308901,-122.24678835976404,47.75808980860855,False,-1,Before_Sign_Face
2393,1195815.623672912,867254.9940426523,132.5087844969832,Sign Face,"PAINT
EXTERIOR
206-418",D1-1,0.9080731870234012,1.038537578955293,,54.89686027059409,-122.30537117498169,47.697397343550826,False,-1,Before_Sign_Face
2397,1201687.117066466,889967.2177978912,50.25115380386539,Sign Face,20 MPH,W1-1a,5.606059848268828,4.255767818689347,,-99.03766069794618,-122.28362238171452,47.76000308321219,False,-1,Before_Sign_Face
2401,1198684.427272358,875618.177826832,126.0919583918654,Sign Face,Free Vaccine Clinic,D1-1,1.531090761596958,1.198603987495105,,25.50922620958841,-122.29449846441388,47.72049509085094,False,-1,Before_Sign_Face
2418,1219202.782167581,887588.443822468,-14.11199996610456,Sign Face,ASE Certified Technician,D9-20,2.336156162371238,2.920972183545431,,3.139117488278678,-122.2122266869762,47.754548246043576,False,-1,Before_Sign_Face
2432,1219857.551516438,889110.683406666,-24.48099331100755,Sign Face,522 Bothell Way NE 18100,D3-1,4.820244577725729,0.7943381994838516,,-22.680362165061634,-122.20970000056307,47.75875869133844,False,-1,Before_Sign_Face
2441,1188699.25908144,896809.938982431,283.0375764427586,Sign Face,Mallory Paint Store,D1-1,8.088787802060446,4.189858276347319,,-89.87227823178033,-122.33705252383318,47.777937104927,False,-1,Before_Sign_Face
2443,1197004.360261046,893781.3982080983,157.4729995658003,Sign Face,ON RED,R3-1a,2.69200632651647,2.708670171797276,,-95.73244826461509,-122.30300757568044,47.77016330569958,False,-1,Before_Sign_Face
2486,1199375.436773498,880844.4812480559,162.7524148807926,Sign Face,"Private Property
No Public Thoroughfare
No Parking Without Permission
Violators Will Be Towed",R7-1a,1.130159101734559,1.157998991111914,,52.24221221447976,-122.29217458506255,47.73486010563611,False,-1,Before_Sign_Face
2533,1222435.13830487,889170.5870499562,-31.55383292575651,Sign Face,522,M1-5,0.4905447565267484,0.610967604542772,,-156.58800292249236,-122.19922982786224,47.75907551229103,False,-1,Before_Sign_Face
2568,1200830.479948953,884545.759861032,62.28002289394565,Sign Face,,R2-1,0.1319232043841233,2.196754904886087,,-80.85441369117811,-122.28660464076904,47.74509335963132,False,-1,Before_Sign_Face
2574,1220889.892237365,889275.8621211766,-27.9464813863235,Sign Face,,R9-3,1.93522381807367,2.078484507699808,,167.4799890847386,-122.20551905019784,47.75927259885373,False,-1,Before_Sign_Face
2575,1222331.473913759,889159.2849555857,-16.83736136058939,Sign Face,KAYSNER WAY 10500,D3-1,7.667757703463238,1.902844363550345,,-45.55800693546743,-122.19965013673476,47.75903841857625,False,-1,Before_Sign_Face
2579,1199232.347264627,880478.3142961517,167.5475598520043,Sign Face,STOP,R1-1,1.496913295884927,1.75674854790171,,-42.96120938228117,-122.29272201837988,47.73384776731208,False,-1,Before_Sign_Face
2582,1209643.759463927,889190.1080483388,-39.71978121101829,Sign Face,EXCEPT BUSES,R3-1a,0.954702777316173,1.729075856258472,,-3.868872382699112,-122.25121584005636,47.75836219058992,False,-1,Before_Sign_Face
2589,1197100.222110005,893709.198248178,150.4128826230767,Sign Face,STOP,R1-1,0.2577685022478303,0.1303980383866777,,-135.36656153497034,-122.30261120882254,47.7699714618816,False,-1,Before_Sign_Face
2592,1220171.313643818,889222.0836078913,-31.75310153191262,Sign Face,522,M1-5,2.104815706411998,2.301609199444453,,84.48485390280422,-122.20843466919932,47.75908260347745,False,-1,Before_Sign_Face
2605,1195617.33510439,895235.0420632822,223.5460397809747,Sign Face,RESERVED PARKING,R7-8,0.5020002946133415,0.3938227495364846,,44.5221911377301,-122.30878105907426,47.77405966879115,False,-1,Before_Sign_Face
2606,1195620.292339904,895231.8341195566,225.6542064819736,Sign Face,,W3-1,5.172764280339083,2.87571967681249,,43.795268025629774,-122.30876873856806,47.774051063988914,False,-1,Before_Sign_Face
2610,1209078.004746317,889256.5132844431,-27.23041866381936,Sign Face,65TH AVE NE,D3-1,3.440176880558332,1.010203136280179,,-75.12593454228112,-122.2535210390287,47.75850971463723,False,-1,Before_Sign_Face
2636,1192190.517503478,896703.7716643157,264.9768983230991,Sign Face,3,M1-4,1.671729380091032,1.053434603735805,,-43.05659281023019,-122.32284930911722,47.77786817322988,False,-1,Before_Sign_Face
2647,1199328.138626932,877693.5620262543,144.0050801112257,Sign Face,CLEARANCE,W12-2,1.1145144781967,0.8881271817783516,,-80.49555773336671,-122.29207586421026,47.72622251634538,False,-1,Before_Sign_Face
2650,1202516.15064923,887074.231469105,-35.544537776609,Sign Face,,W11-1,0.2259977794749042,0.2540193619454901,,60.35693061475813,-122.27998778601015,47.75212668005037,False,-1,Before_Sign_Face
2656,1200996.538495096,884757.8870422251,37.3494929864012,Sign Face,"NO PARKING
ANYTIME
TOW AWAY
ZONE",R7-302,1.084507960403959,1.282230623066426,,15.330590833900592,-122.28594947938468,47.74568496744263,False,-1,Before_Sign_Face
2657,1199039.708842183,876390.9926964203,126.108841647506,Sign Face,"1 HOUR
7AM-6PM
EXCEPT SUN & HOL",R7-108,1.023238301848372,1.765624107619127,,-160.09962907887456,-122.29312702021636,47.72263503397276,False,-1,Before_Sign_Face
2679,1188207.345541401,896890.3874827971,295.0346251640721,Sign Face,TO 99 WEST 104,D1-1,5.252688708305359,5.275259424646696,,112.2649858091323,-122.3390599489462,47.77812613682041,False,-1,Before_Sign_Face
2680,1219077.950303975,886208.5282060129,4.54768642683851,Sign Face,,W1-8R,1.438734937657913,0.9168353260556856,,151.22830493718936,-122.2126121933088,47.75075931599839,False,-1,Before_Sign_Face
2688,1220972.814578979,889274.6246498758,-28.29712964763217,Sign Face,,R9-3,2.180439925988515,2.031929618616899,,-17.497363837371026,-122.20518193896449,47.75927412147803,False,-1,Before_Sign_Face
2691,1196834.91515159,893956.4009498992,166.2777738247318,Sign Face,195TH 25TH LEFT TURN LANE,R3-8a,6.297570903499922,3.413297351499399,,140.4792618253716,-122.30371260456891,47.77063224616753,False,-1,Before_Sign_Face
2695,1194305.213231017,863965.5068706146,291.4631595383091,Sign Face,US,M1-4,0.0790741150453686,1.590110877305269,,-83.86727926448674,-122.31119561256284,47.68828793131571,False,-1,Before_Sign_Face
2699,1194313.402498595,863960.295664153,289.3397991587722,Sign Face,YIELD,R1-2,2.112766691992681,0.6884208304435016,,-123.16410395468134,-122.31116189040549,47.688274165917775,False,-1,Before_Sign_Face
2713,1219121.391308715,886184.5387142324,8.743090974688805,Sign Face,,W1-8,4.811283170282842,0.4482671961436669,,-13.782609911252978,-122.21243355784752,47.75069616049401,False,-1,Before_Sign_Face
2721,1193153.768888569,896642.5443938079,243.0574263471368,Sign Face,EXIT,E1-5,2.34031342158715,4.495709669192633,,-92.8784449177618,-122.31892760063094,47.77776134002711,False,-1,Before_Sign_Face
2725,1202286.208767313,886877.2092573943,-33.38118775679393,Sign Face,JCT 104 TO 5 LEFT 1/4 MILE,D1-1,5.017408839066824,4.469619000554085,,-123.75783920815552,-122.28090406237166,47.75157254737363,False,-1,Before_Sign_Face
2730,1197081.640866922,893831.6267571909,152.3706269003951,Sign Face,,D3-1,0.0579764131860186,0.0198092908478186,,174.91229481574405,-122.302698112935,47.77030578773099,False,-1,Before_Sign_Face
2732,1199330.591242085,881247.3349012135,165.8764304282271,Sign Face,,R6-1,0.3435043225685756,0.7003297090530396,,-74.58269185405334,-122.29239394522808,47.73596127270884,False,-1,Before_Sign_Face
2735,1190102.568257059,896620.7536050302,230.3927568779392,Sign Face,DO NOT ENTER,R5-1,0.7745618363842369,8.318948878447216,,46.15391992653252,-122.33132971462172,47.777508125975295,False,-1,Before_Sign_Face
2760,1220320.906147226,889308.3005998245,-32.28359865144489,Sign Face,STOP,R1-1,0.3468636281539997,1.693571466306846,,3.9141597936592985e-08,-122.20783430469584,47.75932774975321,False,-1,Before_Sign_Face
2769,1207388.458882059,889262.5351374832,-2.611893416841554,Sign Face,,R9-3,2.229371760636568,2.235502735326688,,175.65783512344842,-122.26038781987025,47.75842306923494,False,-1,Before_Sign_Face
2774,1196937.88814272,871298.0828642669,102.999519414306,Sign Face,"PUSH BUTTON
FOR WALK SIGNAL",R10-3e,0.5296566575889786,0.717722673341632,,-167.34744339539847,-122.30119047106184,47.70854729754561,False,-1,Before_Sign_Face
2777,1177593.064743061,908615.2471851492,-46.63441304981682,Sign Face,DAYTON ST,D3-1,5.424330968856812,1.125767961243789,,178.87368965866025,-122.38334856938918,47.80956826200789,False,-1,Before_Sign_Face
2790,1177851.930182514,909419.5383505136,-54.99776964644565,Sign Face,Amtrak,I-7,2.045359605501096,4.945687464376292,,33.650127625962945,-122.3823736704638,47.811789088382135,False,-1,Before_Sign_Face
2802,1199340.789379292,877811.4741830332,155.1757378985487,Sign Face,,D3-1,1.630524427394072,1.084985305046042,,96.5064320535629,-122.29203536588096,47.726546426249286,False,-1,Before_Sign_Face
2814,1202891.995098286,887243.5140787902,-37.5031362290181,Sign Face,,R2-1,0.8424092591305575,1.250439391682546,,117.54656395881211,-122.27847607546931,47.75261380759951,False,-1,Before_Sign_Face
2824,1199342.911988748,877332.4621035655,139.2949521567427,Sign Face,RESERVED,R7-8,1.057806677818298,1.461184997856617,,94.85686755203132,-122.29198253811543,47.725233891009,False,-1,Before_Sign_Face
2838,1214126.393445861,888138.9355513334,-27.58390244225634,Sign Face,,R2-1,0.8177554154644411,1.301479482203722,,-50.88226508691015,-122.23290466861502,47.75575294910053,False,-1,Before_Sign_Face
2845,1220611.380845916,889208.2373358042,-30.55598100875788,Sign Face,522,M1-5,2.049980325102806,2.259432739913464,,-105.53606166783956,-122.20664499309528,47.75907077016623,False,-1,Before_Sign_Face
2858,1219166.227228311,888024.0943448654,-15.62142903904093,Sign Face,NO PARKING ANY TIME,R7-1,1.162952737311522,2.074657928446929,,29.02788848836446,-122.21241367585353,47.75573992029357,False,-1,Before_Sign_Face
2859,1208755.579568908,889414.9650791311,-23.09458265980058,Sign Face,RESERVED PARKING,R7-8,0.927229354083538,1.386626639390985,,-89.49089282135076,-122.25484569049908,47.75892427421392,False,-1,Before_Sign_Face
2874,1220317.589269581,889321.3347234868,-30.65267859607908,Sign Face,DO NOT ENTER,R5-1,3.107149109343688,2.33773857648174,,-21.18671122446605,-122.20784893186172,47.75936327137016,False,-1,Before_Sign_Face
2876,1197066.518275776,893862.5255429982,151.7221421776218,Sign Face,BIKE ROUTE,M1-8,1.199948609272639,0.8762330674131712,,52.045642947492496,-122.3027624544025,47.77038951209929,False,-1,Before_Sign_Face
2877,1197067.881551737,893860.5218797699,152.1498680076999,Sign Face,BIKE ROUTE,D11-1,1.127001704523961,1.373847550352415,,-126.7597323590808,-122.3027567267648,47.77038410687736,False,-1,Before_Sign_Face
2902,1197063.261471984,893713.5207621144,166.2707902393741,Sign Face,BALLINGER WAY NE,D3-1,9.254553763469062,1.750583351453145,,42.80636377012048,-122.30276184730312,47.7699809916594,False,-1,Before_Sign_Face
2914,1196785.534444803,869906.9342383718,104.0422387943668,Sign Face,,W11-2,4.696228053967158,1.161833196928104,,-87.72560383566379,-122.3016800042374,47.70472547915637,False,-1,Before_Sign_Face
2929,1199331.405042541,878432.0715221039,170.2954755363864,Sign Face,Lake City Wy NE,D3-1,10.0673827123642,2.085944068829219,,-80.87285736405107,-122.2921307582608,47.72824650303587,False,-1,Before_Sign_Face
2934,1199252.892522196,878645.8919849538,158.5904357999566,Sign Face,"WARNING
Security Notice
This Area is Under
24 Hour Video
Surveillance
ADVERTENCIA
Aviso de Seguridad
Esta Área Está Bajo
Vigilancia de Video
Las 24 Horas",W11-11,1.37194169173638,1.34928718097508,,-89.39258010332811,-122.29246938401852,47.72882755834515,False,-1,Before_Sign_Face
2943,1198914.89299827,891782.7845875437,86.75278378744949,Sign Face,SPEED LIMIT 30,W3-5,3.714412061870099,3.878349929054579,,-39.5703377294911,-122.29505672122974,47.76480594033535,False,-1,Before_Sign_Face
2977,1220287.10639508,889145.8093892303,-31.90550637317174,Sign Face,372 522,unknown,1.515268478244543,1.958395468493303,,-91.71677652970884,-122.20795736772912,47.75888045613634,False,-1,Before_Sign_Face
2980,1201337.604188455,885701.3523029978,16.85964103162316,Sign Face,NE 165TH ST,D3-1,5.243978390793006,1.480475900868575,,20.6390394178832,-122.2846504933153,47.74829153992541,False,-1,Before_Sign_Face
3008,1207974.827741922,889243.156864562,-10.05560693879895,Sign Face,,R2-1,0.5180991386622191,0.9243163980046908,,144.08733208389506,-122.2580030912858,47.75840580980704,False,-1,Before_Sign_Face
3016,1221879.403305124,889349.6858272695,-35.1176895879703,Sign Face,70,M1-4,1.290292584920923,1.565071892191967,,-148.89766059069615,-122.20150407344909,47.75953347681051,False,-1,Before_Sign_Face
3018,1214373.023844013,887960.6452929829,-20.96470880409055,Sign Face,STOP,R1-1,2.328017446001371,3.507209287683169,,123.11941528247004,-122.2318865072721,47.75527921479225,False,-1,Before_Sign_Face
3019,1207848.070311095,889196.6375754944,-8.388366671204295,Sign Face,,R7-1,1.427787103801966,1.751358914275964,,-9.787671346748647,-122.25851401125723,47.75827058666432,False,-1,Before_Sign_Face
3025,1221803.654081873,889292.2982771697,-37.03986826727761,Sign Face,Park & Ride,D4-1,6.039146174589794,3.093809859007597,,-71.69497875659974,-122.20180689285203,47.75937173386654,False,-1,Before_Sign_Face
3032,1219185.268236612,887583.198874526,-15.02156502624326,Sign Face,,M1-4,0.2307255154040953,0.8686182372768722,,-161.85477790508477,-122.21229739565258,47.75453283083336,False,-1,Before_Sign_Face
3044,1199416.264565652,878454.781040333,164.4244704431298,Sign Face,,M6-3,1.213173363382618,1.83363075931867,,-90.7182007786418,-122.29178818801752,47.72831401929135,False,-1,Before_Sign_Face
3052,1199034.704289774,876767.9176738373,125.3401216119531,Sign Face,,R7-200,2.361676012078921,1.137685444181164,,-179.47000246725244,-122.29318215077969,47.723667634891,False,-1,Before_Sign_Face
3086,1199217.498610249,877818.9465693043,142.7313517373803,Sign Face,DO NOT ENTER,R5-1,0.5715401299794516,2.078163996487856,,-98.82688507903715,-122.29253679803791,47.72655922488666,False,-1,Before_Sign_Face
3096,1222158.581616459,889216.957305808,-37.3880040648577,Sign Face,SPEED LIMIT 5,R2-1,4.749177523056667,1.199321275552114,,121.61846193932188,-122.2003578350081,47.759186250052565,False,-1,Before_Sign_Face
3097,1222321.126493028,889237.7894660837,-17.36353634536239,Sign Face,WOODINVILLE DR,D3-1,9.235093120535216,2.113254596491655,,-165.01609217421137,-122.19969906543376,47.75925294016152,False,-1,Before_Sign_Face
3125,1208194.369638488,889320.7102557897,2.577207744320503,Sign Face,US,M1-4,1.546123695646723,1.098898209830125,,-113.93015548308476,-122.25711790649753,47.75863174046208,False,-1,Before_Sign_Face
3159,1193822.072075418,863487.0258440032,285.4179277573032,Sign Face,USE CROSSWALK,R9-3b,1.964239175965389,1.282547125443816,,-43.56130447921496,-122.31311181052796,47.68694627717309,False,-1,Before_Sign_Face
3164,1197074.657882303,893862.9008043304,151.659940709472,Sign Face,BIKE ROUTE,D11-1,4.505312881271045,0.9766276801874242,,60.79919416254608,-122.30272940330558,47.770391050295984,False,-1,Before_Sign_Face
3170,1197619.071163553,893254.8645073334,132.5802974122765,Sign Face,NO TURN ON RED,R10-7,0.975984311128656,1.557572047164043,,42.997339554879815,-122.30046003841372,47.768758933654006,False,-1,Before_Sign_Face
3181,1198448.70708681,875072.7144546385,125.0920791812241,Sign Face,USE CROSSWALK,R9-3b,1.919647833605608,1.154317512114843,,120.40632639022874,-122.29540529647542,47.718985616887,False,-1,Before_Sign_Face
2,1198471.219562804,875012.0166350189,126.105637708704,Sign Face,31st Ave NE,D3-1,2.833061179369688,0.7493196229139965,,11.770934611910524,-122.29530826443668,47.718820686783374,False,-1,Noise_Reduction_Test_Sign_Face
33,1219344.141949991,886418.1060531504,15.42259625772662,Sign Face,,D3-1,1.889726479103168,1.501738954931498,,17.553407852355072,-122.2115490277353,47.75134947700256,False,-1,Noise_Reduction_Test_Sign_Face
63,1198976.040170308,876214.2930685312,125.7256956221663,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.609609636279444,1.494122951477766,,28.757136707618887,-122.29336927125958,47.72214684462322,False,-1,Noise_Reduction_Test_Sign_Face
77,1194573.552717508,864243.2403056732,285.0407640864455,Sign Face,Lake City Wy NE,D3-1,3.001533331771692,1.014150469452143,,137.78245608242742,-122.31013241927548,47.68906591614918,False,-1,Noise_Reduction_Test_Sign_Face
104,1202493.860846984,887152.3547108856,-37.28987366139862,Sign Face,,R7-8,0.7568713872383039,0.3269839397879939,,-2.73098224402086e-07,-122.28008552472258,47.75233938523339,False,-1,Noise_Reduction_Test_Sign_Face
131,1194428.808374246,864086.7551286712,289.1829813728733,Sign Face,USE CROSSWALK,R9-3c,2.082275887429714,2.845809859931469,,-50.78592583405821,-122.31070529572644,47.68862797797069,False,-1,Noise_Reduction_Test_Sign_Face
146,1177678.632336649,908529.0388038014,-60.26669393916899,Sign Face,"EDMONDS FERRY TERMINAL
WEIGHT LIMIT REDUCED
SINGLE UNIT VEHICLES
4 AXLES 23T
5 AXLES 25T
6 AXLES 27T
7 AXLES 30T",R12-1a,1.751013958950838,3.473904672364394,,5.853861642550047,-122.38299213207212,47.80933763564188,False,-1,Noise_Reduction_Test_Sign_Face
